id,label,violation_type,mode,predicted,expected,correct,rule_fired,blocked_stage,latency_ms,disabled_rule_ids,disabled_rule_families,rule_registry_hash,production_fail_closed_caveat
safe_threshold_literal_04,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.581900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_04,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,1.779700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_05,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.556300,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_05,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.564700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_06,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_06,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.576100,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_07,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.535500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_07,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.542500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_08,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.596900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_08,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,1.633800,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_09,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.575600,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_09,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_10,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.565900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_10,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.534200,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_01,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.552000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_01,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.546800,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_02,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.540100,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_02,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,1.667300,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_03,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.547700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_03,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.569800,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_04,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.543900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_04,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.539300,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_05,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_05,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,1.007100,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_06,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,1.516700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_06,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_07,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,1.008400,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_07,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_08,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.999400,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_08,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_09,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,1.010400,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_09,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,1.203900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_10,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.988100,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_10,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_01,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.999400,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_01,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,1.001600,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_02,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_02,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,2.044300,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_03,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,1.039500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_03,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_04,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.999900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_04,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_05,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.999900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_05,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,2.038300,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_06,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.997600,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_06,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_07,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.999500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_07,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,1.000100,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_08,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_08,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,2.208700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_09,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_09,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,1.001100,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_10,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.997200,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_10,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_risk_approval_01,safe,missing_approval,gate_on,ALLOW,ALLOW,true,none,none,1.002200,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_risk_approval_01,safe,missing_approval,gate_off,ALLOW,ALLOW,true,none,none,1.628300,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_risk_approval_02,safe,missing_approval,gate_on,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_risk_approval_02,safe,missing_approval,gate_off,ALLOW,ALLOW,true,none,none,1.168600,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_risk_approval_03,safe,missing_approval,gate_on,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:7603889ba73b7804233b631c35ec9da05d6b945da82619d33717cf2607c29ce0,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
