id,label,violation_type,mode,predicted,expected,correct,rule_fired,blocked_stage,latency_ms,disabled_rule_ids,disabled_rule_families,rule_registry_hash,production_fail_closed_caveat
safe_unknown_tool_08,safe,unknown_tool,gate_on,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_unknown_tool_08,safe,unknown_tool,gate_off,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_unknown_tool_09,safe,unknown_tool,gate_on,ALLOW,ALLOW,true,none,none,0.536800,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_unknown_tool_09,safe,unknown_tool,gate_off,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_unknown_tool_10,safe,unknown_tool,gate_on,ALLOW,ALLOW,true,none,none,0.000000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_unknown_tool_10,safe,unknown_tool,gate_off,ALLOW,ALLOW,true,none,none,0.573100,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_01,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.530900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_01,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.538500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_02,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.540400,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_02,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.556900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_03,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.529100,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_03,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,1.656500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_04,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.549400,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_04,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.545300,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_05,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.548700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_05,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.525700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_06,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.529500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_06,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.525400,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_07,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.550700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_07,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,1.631600,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_08,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.545600,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_08,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.539000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_09,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.520800,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_09,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.529000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_10,safe,over_threshold_literal,gate_on,ALLOW,ALLOW,true,none,none,0.529200,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_literal_10,safe,over_threshold_literal,gate_off,ALLOW,ALLOW,true,none,none,0.529300,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_01,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,1.077500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_01,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,1.282600,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_02,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.530500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_02,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.522600,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_03,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.521900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_03,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.524100,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_04,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.531600,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_04,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,1.074700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_05,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.521700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_05,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.547300,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_06,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.561200,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_06,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.535400,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_07,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.544900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_07,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.540500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_08,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,1.108300,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_08,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,1.112000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_09,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.523100,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_09,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.530600,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_10,safe,over_threshold_variable,gate_on,ALLOW,ALLOW,true,none,none,0.545400,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_threshold_variable_10,safe,over_threshold_variable,gate_off,ALLOW,ALLOW,true,none,none,0.539900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_01,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,1.081700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_01,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,0.662700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_02,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.523900,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_02,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,1.053100,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_03,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.559400,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_03,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,0.529400,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_04,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.525500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_04,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,1.070600,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_05,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.529500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_05,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,1.037600,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_06,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.541700,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_06,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,0.546500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_07,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.521000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_07,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,0.524500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_08,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,1.698800,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_08,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,1.096800,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_09,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.528100,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_09,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,0.530500,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_10,safe,rbac_violation,gate_on,ALLOW,ALLOW,true,none,none,0.518000,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_rbac_10,safe,rbac_violation,gate_off,ALLOW,ALLOW,true,none,none,0.540800,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_risk_approval_01,safe,missing_approval,gate_on,ALLOW,ALLOW,true,none,none,0.543800,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_risk_approval_01,safe,missing_approval,gate_off,ALLOW,ALLOW,true,none,none,1.099800,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
safe_risk_approval_02,safe,missing_approval,gate_on,ALLOW,ALLOW,true,none,none,0.556300,CAP-GAP-001;GLOBAL-SAFETY-001,capability_gap;execution_safety,sha256:87a39f6625ca266dcd2464823720db95a5967f215d7c6c615a7dc5794c3c7b9d,The disabled evaluation families have no complete registry-condition evaluator and fail closed in production.
